# Fixed HSP algorithms and optimized URS assumptions for 103 functions
# Optimization was done with regards to metric 'balanced_accuracy', based on 30 cross-validations
# Other listed parameters such as cv_test_pool, hsp_min_likelihood_for_presence & hsp_max_likelihood_for_absence have not been optimized, and simply specify the values used during cross validation.
# Listed metrics other than 'balanced_accuracy' are not optimized, and simply refer to the score achieved in that metric.
# Generated on: 2026-01-21 19:30:07.267117
# Used command: dependencies/faprotax.R -d dependencies/faprotax --mode optimize --omit_functions photosynthetic_cyanobacteria --NCV 30 --unknown_ref_states omit,absent --cv_test_pool config -c dependencies/faprotax/default_config.tsv --out_cv dependencies/faprotax/optimization_results -v --include_summary_comments
function	hsp_algorithm	unknown_ref_states	cv_test_pool	hsp_min_likelihood_for_presence	hsp_max_likelihood_for_absence	true_positive_rate	true_negative_rate	accuracy	balanced_accuracy	abs_bias	rel_bias	MCC
methanogenesis_using_formate	nearest_neighbor	omit	known	0.50000001	0.49999999	0.82896263594793	0.998883394812894	0.998052434456929	0.913923015380412	0.000274656679151061	0.0962727795080736	0.796944046209861
methanol_oxidation	empirical_probabilities	omit	known	0.50000001	0.49999999	0.830026184626028	0.873639919903081	0.871493057561965	0.851833052264555	0.00870904723542528	0.0317000089701096	0.722161891975287
methanotrophy	max_parsimony	omit	known	0.50000001	0.49999999	0.845257184097483	0.970880218709166	0.933333333333333	0.908068701403325	-0.0462585034013605	-0.12816159497919	0.856652570623161
methylotrophy	nearest_neighbor	omit	known	0.50000001	0.49999999	0.911835032347783	0.823426572243708	0.870833333333333	0.867630802295745	0.0189814814814815	0.0327436697781041	0.72160016836678
nitrate_ammonification	Markov	omit	known	0.50000001	0.49999999	0.33448275862069	0.983628621893678	0.979872712808274	0.65902822382644	0.0134447096260939	Inf	0.294251974891851
nitrate_denitrification	Markov	omit	known	0.50000001	0.49999999	0.354165987775123	0.96579214510466	0.939000351988736	0.659979066439891	0.00376627947905667	0.100782594454562	0.308529498493961
nitrate_reduction	empirical_probabilities	omit	known	0.50000001	0.49999999	0.646546936384128	0.741100843550723	0.70149867408033	0.693823889967426	-0.00758384320440192	-0.0167550875658822	0.391005512165974
nitrate_respiration	Markov	absent	known	0.50000001	0.49999999	0.301895051039461	0.96656380352379	0.922198952879581	0.634229427281625	-0.0158115183246073	-0.232632137701372	0.305821260421165
nitrification	binomial	omit	known	0.50000001	0.49999999	0.730396825396825	0.998378086657006	0.99338061465721	0.864387456026916	-0.00212765957446809	0.031031746031746	0.754932436195476
nitrite_ammonification	nearest_neighbor	omit	known	0.50000001	0.49999999	0.653846153846154	1	0.9995904995905	0.826923076923077	-0.000409500409500409	-0.346153846153846	0.967359491460682
nitrite_denitrification	Markov	omit	known	0.50000001	0.49999999	0.37705032151902	0.972250333924796	0.95065011820331	0.674650327721908	0.00301418439716312	0.121777061603429	0.331627535228643
nitrite_respiration	nearest_neighbor	omit	known	0.50000001	0.49999999	0.468083437070674	0.958438089708612	0.922920406941951	0.713260763389643	0.00107719928186715	0.0316606616114611	0.424235478107742
nitrogen_fixation	Markov	omit	known	0.50000001	0.49999999	0.817021315855317	0.670056632041245	0.788888888888889	0.743538973948281	0.0201646090534979	0.0416116053820988	0.578883214952405
nitrogen_respiration	Markov	absent	known	0.50000001	0.49999999	0.309549933001723	0.961782282832373	0.874157303370787	0.635666107917048	-0.0600499375780275	-0.439568567273131	0.353129771028703
nitrous_oxide_denitrification	Markov	omit	known	0.50000001	0.49999999	0.423901607651608	0.972905580432176	0.957391304347826	0.698403594041892	0.00869565217391304	0.369701029964188	0.344769316639933
nonphotosynthetic_cyanobacteria	binomial	omit	known	0.50000001	0.49999999	0.527777777777778	0.999876186298042	0.999466338259442	0.763844715296424	-0.00028735632183908	Inf	0.736677752934529
obligate_anaerobes	Markov	omit	known	0.50000001	0.49999999	0.939252648399353	0.981282521032493	0.975299222022741	0.960267584715923	0.00929084380610413	0.0733305151460175	0.892663930432147
oil_bioremediation	Markov	absent	known	0.50000001	0.49999999	0.242687074829932	1	0.829166666666667	0.623214285714286	-0.170833333333333	-0.757312925170068	0.501814159799029
oxygenic_photoautotrophy	empirical_probabilities	omit	known	0.50000001	0.49999999	0.99024544966574	0.999590328226146	0.99940212300588	0.994917888945943	0.000199357210458833	0.0112697076691395	0.984552305722517
pectin_degradation	empirical_probabilities	omit	known	0.50000001	0.49999999	0.482178409587999	0.855011156628869	0.757360700998197	0.668594783108434	-0.0545618668175779	-0.17787458690467	0.377761453904821
photoautotrophy	Markov	omit	known	0.50000001	0.49999999	0.918313623878375	0.991061853950796	0.978896882494005	0.954687738914585	-0.00599520383693046	-0.0344008478289638	0.922167593061986
photoheterotrophy	Markov	omit	known	0.50000001	0.49999999	0.899411824805156	0.957055808536936	0.943205128205128	0.928233816671046	0.0357692307692308	0.364273945248965	0.746257016441271
phototrophy	Markov	omit	known	0.50000001	0.49999999	0.89402560069097	0.988668405522883	0.968121212121212	0.941347003106926	-0.0122424242424242	-0.0588156982369255	0.902052116004965
plant_pathogen	nearest_neighbor	omit	effective	0.50000001	0.49999999	0.903104586188952	0.777777777777778	0.90952380952381	0.847505036840047	-0.0214285714285714	-0.031657702892223	0.818029218672939
plastic_degradation	nearest_neighbor	omit	known	0.50000001	0.49999999	1	0.984	0.995238095238095	1	0.00476190476190476	Inf	1
predatory_or_exoparasitic	Markov	absent	effective	0.50000001	0.49999999	0.793333333333333	0.999518833324094	0.99927589592538	0.896426083328714	0.000233186057928326	0.377222222222222	0.716370493870696
reductive_acetogenesis	nearest_neighbor	omit	known	0.50000001	0.49999999	0.955388291625167	0.981584003894291	0.974193548387097	0.968486147759729	0.00501792114695341	0.022130649860784	0.928983619567045
respiration_of_sulfur_compounds	Markov	omit	known	0.50000001	0.49999999	0.83534385012424	0.981284138185833	0.968788249694002	0.908313994155037	0.00371277029783762	0.0480362429695518	0.799865390725399
sulfate_respiration	Markov	omit	known	0.50000001	0.49999999	0.935957349741891	0.995506620382421	0.992485016136468	0.965731985062156	0.000875979714153988	0.0194188748165915	0.924338617965744
sulfite_respiration	Markov	omit	known	0.50000001	0.49999999	0.90063983578659	0.980869988173793	0.977860696517413	0.940754911980191	0.0145107794361526	0.394271107670233	0.756423225499806
sulfur_reduction	Markov	omit	known	0.50000001	0.49999999	0.714759072452884	0.939228961749713	0.89304897314376	0.826994017101298	-0.00876777251184834	-0.0403869754648684	0.663836391261658
sulfur_respiration	Markov	omit	known	0.50000001	0.49999999	0.839398958731686	0.965642330547421	0.958760683760684	0.902520644639553	0.0267094017094017	0.597353171538213	0.648161608002394
thiosulfate_respiration	Markov	omit	known	0.50000001	0.49999999	0.838979122412294	0.977139309733972	0.969592724396995	0.908059216073133	0.0126136812969553	0.239935428331204	0.740793566568734
ureolysis	empirical_probabilities	omit	known	0.50000001	0.49999999	0.421199260846647	0.909687068652172	0.793155947091722	0.665443164749409	-0.0689269860704772	-0.28911616101052	0.375866261200813
xylanolysis	empirical_probabilities	omit	known	0.50000001	0.49999999	0.538795143233235	0.85376284197157	0.767433353883186	0.696278992602402	-0.0449821035967531	-0.138747579725474	0.425636717072955
